Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1655675184441860101,RT @GenelJumalon : Elden Ring — Grace https://t.co/UB2EMboQ72,San,crinjappa,2023-05-08T20:44:59.000Z,Mon May 08 20:44:59 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvnVFpYWwA4YKFb.jpg,,,
1655587897515429889,RT @berserksouls : https://t.co/Ib19WAaLIg,San,crinjappa,2023-05-08T14:58:08.000Z,Mon May 08 14:58:08 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvIXLaIWYAEb81b.png,,,
1655532014118789122,"RT @VideoArtGame : Fan art | Elden Ring - Malenia, Blade of Miquella

Artist: 覆面王 https://t.co/9c4caZf2EA",San,crinjappa,2023-05-08T11:16:05.000Z,Mon May 08 11:16:05 +0000 2023,0,0,da,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FuOltdyWYAUmDu4.jpg,,,
1655531845583339520,RT @sevenchiart : Light  #chainsawman https://t.co/wpbKwhU6j2,San,crinjappa,2023-05-08T11:15:24.000Z,Mon May 08 11:15:24 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/Fvi07TuaEAEbY7I.jpg,,,
1655531792701505538,RT @wataboku_ : https://t.co/pJYSkCRVfh,San,crinjappa,2023-05-08T11:15:12.000Z,Mon May 08 11:15:12 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvilpE8aYAEBsHa.jpg,,,
1655531774888361984,RT @daddymulk2013 : アポカリプスガールズ  #少女終末旅行  #落書き https://t.co/86LFlAyZlQ https://t.co/68dAI8duxZ,San,crinjappa,2023-05-08T11:15:08.000Z,Mon May 08 11:15:08 +0000 2023,0,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://sketch.pixiv.net/items/3113511088939632330 ,2,0,photo,https://pbs.twimg.com/media/Fvh9g0eaUAIJgqJ.jpg,,,
1655515445175230468,RT @daddymulk2013 : シグたき #リコリス・リコイル  #落書き https://t.co/xiS3jcUKvh https://t.co/T9ouewuFJT,San,crinjappa,2023-05-08T10:10:14.000Z,Mon May 08 10:10:14 +0000 2023,0,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://sketch.pixiv.net/items/1190874763321681115 ,2,0,photo,https://pbs.twimg.com/media/FvhLKVLaEAEb-K2.jpg,,,
1655497226632740864,RT @ShouldHaveCat : https://t.co/z9EKeS2GOW,San,crinjappa,2023-05-08T08:57:51.000Z,Mon May 08 08:57:51 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvkCqLKXsAAPk30.jpg,,,
1655486683301785602,RT @Atsumi_7 : Hitomi https://t.co/a38FbGOISg,San,crinjappa,2023-05-08T08:15:57.000Z,Mon May 08 08:15:57 +0000 2023,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/Fvg9_pBaMAEiOYa.jpg,,,
1655416983863672832,@YouLoveNicktana @kadrako101,San,crinjappa,2023-05-08T03:38:59.000Z,Mon May 08 03:38:59 +0000 2023,0,0,qam,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,,,,
1655416888585846784,RT @YouLoveNicktana : This Elden ring update is insane https://t.co/gtwhy0Ca4s,San,crinjappa,2023-05-08T03:38:37.000Z,Mon May 08 03:38:37 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,video,https://video.twimg.com/ext_tw_video/1655232737853227011/pu/vid/480x852/iEEg_eCFMM7eIqf8.mp4?tag=12,,,
1655297418194296834,"RT @dovahcaine : “You rule a world full of ash and shadows. Are you proud, Tarnished?” https://t.co/ELoqN1twSw",San,crinjappa,2023-05-07T19:43:53.000Z,Sun May 07 19:43:53 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/Fvd8i0eacAUMKT5.jpg,,,
1655297161402232833,RT @shitpostverdade : https://t.co/n2p8jN4Mk2,San,crinjappa,2023-05-07T19:42:51.000Z,Sun May 07 19:42:51 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvhuUW7WYAIyyvb.jpg,,,
1655116785404764160,RT @FudepenBrushpen : Kita Hero https://t.co/AG0pxv7JjM,San,crinjappa,2023-05-07T07:46:06.000Z,Sun May 07 07:46:06 +0000 2023,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvfQapWXgAAnc4F.jpg,,,
1655091774015111171,"RT @Blipbugbug : 🟪
#hollowknight https://t.co/uFkunE61aG https://t.co/KQHECrH7qz",San,crinjappa,2023-05-07T06:06:43.000Z,Sun May 07 06:06:43 +0000 2023,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/i/web/status/1654779550671462401 ,1,0,video,https://video.twimg.com/ext_tw_video/1654779511471505416/pu/pl/V1anRTEyD4kaH8G-.m3u8?tag=12&container=fmp4,,,
1655091237622358017,"RT @TFMsaad : my art tribute in memory of the amazing Kentaro Miura.
his art had a great impact on my life be it personally or artistically.
you will be missed 

#Berserk #KentaroMiura https://t.co/G37s4XJPln",San,crinjappa,2023-05-07T06:04:35.000Z,Sun May 07 06:04:35 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/Fvdv7plWAAY1Mzj.jpg,,,
1655091196438478851,RT @deep_4949 : 🐰❣️ https://t.co/a08yZ8DRPV,San,crinjappa,2023-05-07T06:04:25.000Z,Sun May 07 06:04:25 +0000 2023,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvcKwQLaUAEMdxw.jpg,,,
1655089648882929664,"RT @VideoArtGame : Fan art | Elden Ring - Malenia, Goddess of Rot

Artist: @RuanJiaJia https://t.co/G1o70bSgGL",San,crinjappa,2023-05-07T05:58:17.000Z,Sun May 07 05:58:17 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/FuOiAMpXoAA3IGk.jpg,,,
1655088911046127620,RT @daddymulk2013 : 調子乗り期　#ぼっち・ざ・ろっく! #落書き https://t.co/TgosLZL5ot https://t.co/T29Okd8jLg,San,crinjappa,2023-05-07T05:55:21.000Z,Sun May 07 05:55:21 +0000 2023,0,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://sketch.pixiv.net/items/7666844276685975904 ,2,0,photo,https://pbs.twimg.com/media/Fvdd_BvaUAEnNja.jpg,,,
1655088312405598210,RT @NazrinRat : https://t.co/p5V79y26Yj,San,crinjappa,2023-05-07T05:52:58.000Z,Sun May 07 05:52:58 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FvaWtaSakAEXwAG.jpg,,,
1655074995423391744,RT @9csms : pixivから消した絵 https://t.co/87oFHWV7qG,San,crinjappa,2023-05-07T05:00:03.000Z,Sun May 07 05:00:03 +0000 2023,0,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/Fveou2haIAEkI1X.jpg,https://pbs.twimg.com/media/Fveou2eagAAKiXW.jpg,https://pbs.twimg.com/media/Fveou2iagAIfGHV.jpg,https://pbs.twimg.com/media/Fveou2gaEAAaqok.jpg
1655074868767993856,RT @Sabadoesabado : https://t.co/IJC7SxXjAJ,San,crinjappa,2023-05-07T04:59:33.000Z,Sun May 07 04:59:33 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/Fvb68cgXwAI1FHO.jpg,,,
1655074366445559809,RT @9csms : I don't need anything else. https://t.co/ZLLTXi0Rm3,San,crinjappa,2023-05-07T04:57:33.000Z,Sun May 07 04:57:33 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FveumL-akAEZ1ck.jpg,,,
1654989816868532224,"RT @RuleTimeSpace : ""HEY! It's THAT dog!"" 

RE4                                    RE4R https://t.co/pBaD1MCrVy https://t.co/jXZZGTZDs3",San,crinjappa,2023-05-06T23:21:35.000Z,Sat May 06 23:21:35 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/i/web/status/1654958724723933184 ,0,0,photo,https://pbs.twimg.com/media/FveYEj7aQAA2Eof.jpg,https://pbs.twimg.com/media/FveYFGVaQAEA4lt.jpg,,
1654860066388885504,@MrIceCream006 KAKAKAKAKAKAKA VAI SER MUITO FODAAAAAAA,San,crinjappa,2023-05-06T14:46:00.000Z,Sat May 06 14:46:00 +0000 2023,1,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
1654859338161311747,"@MrIceCream006 Aproveita dormir agora, pq mais tarde...",San,crinjappa,2023-05-06T14:43:06.000Z,Sat May 06 14:43:06 +0000 2023,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
1654857229781069826,RT @juresmccann : ah shit here we go again silent hill edition https://t.co/H9oGgSAi1j,San,crinjappa,2023-05-06T14:34:43.000Z,Sat May 06 14:34:43 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,animated_gif,https://video.twimg.com/tweet_video/FvX5wDeWAAMIDgR.mp4,,,
1654856386361143297,@_macintosh1984 Eu gosto de café sem açúcar KKKKKKKKKKKKKKKKKKK,San,crinjappa,2023-05-06T14:31:22.000Z,Sat May 06 14:31:22 +0000 2023,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
1654680196606312448,RT @dimitrisanders_ : https://t.co/0PwicOdh3Z,San,crinjappa,2023-05-06T02:51:15.000Z,Sat May 06 02:51:15 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,video,https://video.twimg.com/ext_tw_video/1654337359473778693/pu/pl/vmRqFZW_oEnXn-kX.m3u8?tag=12&container=fmp4,,,
1654679920507797505,@logicpostz @FineMustache a simples felicidade do homem,San,crinjappa,2023-05-06T02:50:10.000Z,Sat May 06 02:50:10 +0000 2023,1,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,,,,
1654679764626546689,RT @logicpostz : https://t.co/pkd9fZSLA8,San,crinjappa,2023-05-06T02:49:33.000Z,Sat May 06 02:49:33 +0000 2023,0,0,zxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,video,https://video.twimg.com/ext_tw_video/1654539731793850376/pu/vid/480x694/vYcK68FatuiUm9PR.mp4?tag=12,,,
1654679560351281153,RT @AMAZlNGNATURE : No touching! https://t.co/OqUaayq1FT,San,crinjappa,2023-05-06T02:48:44.000Z,Sat May 06 02:48:44 +0000 2023,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,video,https://video.twimg.com/ext_tw_video/1654538018852831257/pu/vid/320x566/A91iDK_vBbE4RqBZ.mp4?tag=12,,,
1654679302577831937,@dimitrisanders_ Anime chato do krlKKKKKKKKKKKKK,San,crinjappa,2023-05-06T02:47:42.000Z,Sat May 06 02:47:42 +0000 2023,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
